UPOS	POS	LEMMA
VERB	дзеясл.	@Прострелити	
VERB	дзеясл.	@Прострогати	
VERB	дзеясл.	@Проступати	
VERB	дзеясл.	@Проступити	
VERB	дзеясл.	@Просыпати	
VERB	дзеясл.	@Просыпатися	
VERB	дзеясл.	@Протеребити	
VERB	дзеясл.	@Протестовати	
VERB	дзеясл.	@Протестоватися, претестоватисе	
VERB	дзеясл.	@Противити, противить	
VERB	дзеясл.	@Противитися, противетися, противитца, противиться	
VERB	дзеясл.	@Противляти	
VERB	дзеясл.	@Противлятися	
VERB	дзеясл.	@Противятися	
VERB	дзеясл.	@Протирати	
VERB	дзеясл.	@Протиснуться	
VERB	дзеясл.	@Протолковатися	
VERB	дзеясл.	@Проточитися	
VERB	дзеясл.	@Протягати, протегати	
VERB	дзеясл.	@Протягатися	
VERB	дзеясл.	@Протягивати	
VERB	дзеясл.	@Протягиватися	
VERB	дзеясл.	@Протягнути	
VERB	дзеясл.	@Протягнутися	
VERB	дзеясл.	@Протяговати	
VERB	дзеясл.	@Протягчи	
VERB	дзеясл.	@Протязатися	
VERB	дзеясл.	@Протяти	
VERB	дзеясл.	@Проуведети	
VERB	дзеясл.	@Проувидети	
VERB	дзеясл.	@Проуготовляти	
VERB	дзеясл.	@Прохати	
VERB	дзеясл.	@Прохладити	
VERB	дзеясл.	@Прохлажати	
VERB	дзеясл.	@Проходжоватися	
VERB	дзеясл.	@Проходити	
VERB	дзеясл.	@Проходитися, проходитисе	
VERB	дзеясл.	@Прохожати	
VERB	дзеясл.	@Прохожатися, прохажатися, прохожатисе	
VERB	дзеясл.	@Прохоживати	
VERB	дзеясл.	@Прохоживатися, прохожеватися	
VERB	дзеясл.	@Прохтовати	
VERB	дзеясл.	@Процвекнути	
VERB	дзеясл.	@Процвестися	
VERB	дзеясл.	@Процвисти, процвести	
VERB	дзеясл.	@Процвитати, процветати	
VERB	дзеясл.	@Процвитатисе	
VERB	дзеясл.	@Процедити	
VERB	дзеясл.	@Процедовати	
VERB	дзеясл.	@Прочести	
VERB	дзеясл.	@Прочистити	
VERB	дзеясл.	@Прочитати, прочытати, прочытаць	
VERB	дзеясл.	@Прочити	
VERB	дзеясл.	@Прочищати, прочыщати	
VERB	дзеясл.	@Прочстити	
VERB	дзеясл.	@Прочути	
VERB	дзеясл.	@Прочутитися	
VERB	дзеясл.	@Прошибити	
VERB	дзеясл.	@Прошивати	
VERB	дзеясл.	@Прощати	
VERB	дзеясл.	@Прощатися, прощатисе	
VERB	дзеясл.	@Проявити	
VERB	дзеясл.	@Проявитися	
VERB	дзеясл.	@Проявлятися	
VERB	дзеясл.	@Прывавляти	
VERB	дзеясл.	@Прывышшыти	
VERB	дзеясл.	@Прыгнатисе	
VERB	дзеясл.	@Прыгнутися	
VERB	дзеясл.	@Прыгодятися	
VERB	дзеясл.	@Прыгонитися	
VERB	дзеясл.	@Прыготовлятися	
VERB	дзеясл.	@Прыждати	
VERB	дзеясл.	@Прыласкатися	
VERB	дзеясл.	@Прымножытися	
VERB	дзеясл.	@Прыорывати	
VERB	дзеясл.	@Прыпатрыть	
VERB	дзеясл.	@Прыпозволити	
VERB	дзеясл.	@Прыпорошыти	
VERB	дзеясл.	@Прыпроважати	
VERB	дзеясл.	@Прыпытывати	
VERB	дзеясл.	@Прыставитися	
VERB	дзеясл.	@Прысуживати, прысужывати	
VERB	дзеясл.	@Прытеребити	
VERB	дзеясл.	@Пряжити	
VERB	дзеясл.	@Прямити	
VERB	дзеясл.	@Прястися	
VERB	дзеясл.	@Прятати, пратати	
VERB	дзеясл.	@Псовати, псовать	
VERB	дзеясл.	@Псоватися, псоваться	
VERB	дзеясл.	@Псотовати	
VERB	дзеясл.	@Пстрити	
VERB	дзеясл.	@Публиковати, публиковать	
VERB	дзеясл.	@Пудити, пудить	
VERB	дзеясл.	@Пукатися	
VERB	дзеясл.	@Пускати, пускать	
VERB	дзеясл.	@Пускатися	
VERB	дзеясл.	@Пустети	
VERB	дзеясл.	@Пустити, пустить	
VERB	дзеясл.	@Пуститися	
VERB	дзеясл.	@Пустовати	
VERB	дзеясл.	@Пустошети	
VERB	дзеясл.	@Пустошити, пустошить, пустошыти	
VERB	дзеясл.	@Путати	
VERB	дзеясл.	@Пухнути	
VERB	дзеясл.	@Пучитисе	
VERB	дзеясл.	@Пущати, пусчати, пушчати, пущать	
VERB	дзеясл.	@Пущатися, пущаться	
VERB	дзеясл.	@Пхати, пхать	
VERB	дзеясл.	@Пхнути	
VERB	дзеясл.	@Пылати	
VERB	дзеясл.	@Пырцати	
VERB	дзеясл.	@Пытати	
VERB	дзеясл.	@Пытатися, пытатисе, пытатьсе	
VERB	дзеясл.	@Пытывати	
VERB	дзеясл.	@Пышнитися, пищнитися	
VERB	дзеясл.	@Пятнати	
VERB	дзеясл.	@Рабливати	
VERB	дзеясл.	@Рабовати	
VERB	дзеясл.	@Работати, работать	
VERB	дзеясл.	@Радети	
VERB	дзеясл.	@Радити I, радить, редити, рядити	
VERB	дзеясл.	@Радитися, радиться, редитися, рядитися	
VERB	дзеясл.	@Радоватися	
VERB	дзеясл.	@Раждатися	
VERB	дзеясл.	@Ражжигати	
VERB	дзеясл.	@Разбегчися	
VERB	дзеясл.	@Разбивати	
VERB	дзеясл.	@Разбиватися	
VERB	дзеясл.	@Разбирати, разбирать	
VERB	дзеясл.	@Разбити	
VERB	дзеясл.	@Разблудитися	
VERB	дзеясл.	@Разбогатети	
VERB	дзеясл.	@Разболетися	
VERB	дзеясл.	@Разбранити	
VERB	дзеясл.	@Развалитися	
VERB	дзеясл.	@Развезати	
VERB	дзеясл.	@Развезатися	
VERB	дзеясл.	@Разверзати	
VERB	дзеясл.	@Разверзти	
VERB	дзеясл.	@Разверзтися	
VERB	дзеясл.	@Развести	
VERB	дзеясл.	@Развеяти	
VERB	дзеясл.	@Разводнитися	
VERB	дзеясл.	@Разволочитися	
VERB	дзеясл.	@Развратити	
VERB	дзеясл.	@Развратитися	
VERB	дзеясл.	@Развращати	
VERB	дзеясл.	@Разгнати	
VERB	дзеясл.	@Разгневати	
VERB	дзеясл.	@Разгневатися	
VERB	дзеясл.	@Разгневити	
VERB	дзеясл.	@Разгоняти	
VERB	дзеясл.	@Разгонятися	
VERB	дзеясл.	@Разгордитися	
VERB	дзеясл.	@Разгоретися	
VERB	дзеясл.	@Разграбити	
VERB	дзеясл.	@Разгревати	
VERB	дзеясл.	@Разгрети	
VERB	дзеясл.	@Разгрешати	
VERB	дзеясл.	@Разгромити	
VERB	дзеясл.	@Раздавати	
VERB	дзеясл.	@Раздати	
VERB	дзеясл.	@Раздвиговатися	
VERB	дзеясл.	@Разделити, разделить	
VERB	дзеясл.	@Разделитися	
VERB	дзеясл.	@Разделяти	
VERB	дзеясл.	@Разделятися	
VERB	дзеясл.	@Раздирати	
VERB	дзеясл.	@Разднитися	
VERB	дзеясл.	@Раздрабляти	
VERB	дзеясл.	@Раздражнити	
VERB	дзеясл.	@Раздражняти	
VERB	дзеясл.	@Раздрати	
VERB	дзеясл.	@Раздратися	
VERB	дзеясл.	@Раздробити	
VERB	дзеясл.	@Раздумати	
VERB	дзеясл.	@Разжарити	
VERB	дзеясл.	@Разжечи, ражечи, ражжечи	
VERB	дзеясл.	@Разжечися, ражжечися	
VERB	дзеясл.	@Разжигатися	
VERB	дзеясл.	@Разкинути	
VERB	дзеясл.	@Разламати	
VERB	дзеясл.	@Разленитися	
VERB	дзеясл.	@Разливатися	
VERB	дзеясл.	@Разликовати	
VERB	дзеясл.	@Разлити	
VERB	дзеясл.	@Разлитися	
VERB	дзеясл.	@Разлупити	
VERB	дзеясл.	@Разлучати, разлучать	
VERB	дзеясл.	@Разлучатися, разлучатисе	
VERB	дзеясл.	@Разлучити, разлучыти	
VERB	дзеясл.	@Разлучитися	
VERB	дзеясл.	@Разметати	
VERB	дзеясл.	@Разметывати	
VERB	дзеясл.	@Размножити	
VERB	дзеясл.	@Размножитися	
VERB	дзеясл.	@Размолвяти	
VERB	дзеясл.	@Размыслити	
VERB	дзеясл.	@Размыслитися	
VERB	дзеясл.	@Размышляти	
VERB	дзеясл.	@Разнемогчися	
VERB	дзеясл.	@Разносити	
VERB	дзеясл.	@Разобрати	
VERB	дзеясл.	@Разовратити	
VERB	дзеясл.	@Разовратитися	
VERB	дзеясл.	@Разогнати	
VERB	дзеясл.	@Разогнутися	
VERB	дзеясл.	@Разодрати	
VERB	дзеясл.	@Разознавати	
VERB	дзеясл.	@Разойти	
VERB	дзеясл.	@Разойтися	
VERB	дзеясл.	@Разорвати	
VERB	дзеясл.	@Разорватися	
VERB	дзеясл.	@Разорити	
VERB	дзеясл.	@Разоритися	
VERB	дзеясл.	@Разоряти, разарати, разорати	
VERB	дзеясл.	@Разослати	
VERB	дзеясл.	@Разплотати	
VERB	дзеясл.	@Разражати I	
VERB	дзеясл.	@Разражати II	
VERB	дзеясл.	@Разразити	
VERB	дзеясл.	@Разрезати	
VERB	дзеясл.	@Разречися	
VERB	дзеясл.	@Разрешати, раздрешати	
VERB	дзеясл.	@Разрешатися	
VERB	дзеясл.	@Разрешити, раздрешити, разришити	
VERB	дзеясл.	@Разрешитися, раздрешитися, разрешытися	
VERB	дзеясл.	@Разробити	
VERB	дзеясл.	@Разробливати, разроблевати	
VERB	дзеясл.	@Разрубывати	
VERB	дзеясл.	@Разрушати	
VERB	дзеясл.	@Разрушити, раздрушити	
VERB	дзеясл.	@Разрушитися, раздрушитися	
VERB	дзеясл.	@Разрывати	
